Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-wisg,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: accountName,Spreadsheet: postText,Spreadsheet: postImage,Spreadsheet: accountimage,Spreadsheet: commentnum,Spreadsheet: sharenum,Spreadsheet: reactionum,Spreadsheet: like,Spreadsheet: heart,Spreadsheet: laugh,Spreadsheet: surprise,Spreadsheet: sad,Spreadsheet: disgust,Spreadsheet: angry,Spreadsheet: commentacc1,Spreadsheet: comment1,Spreadsheet: blocks,Spreadsheet: randomise,Spreadsheet: type,Spreadsheet: question,Spreadsheet: correct_answer,Spreadsheet: feedback
33,1758455288571,21/09/2025 11:48,1758458888571,1,21/09/2025 13:48,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,9,post_single,post,yruilm,1,response,heart,5616.400000000023,13900,13916.399999995541,5616.400000000023,13900,13916.399999995541,1,8299.999999995518,0,react,Social Media,Social Media,1,object-19,post_single,chad_s,There is no in between 🐶😂❤️,puppy image.png,puppyID.png,57,2,,,45,32,,,,,,,sm_2,3,filler,,,
34,1758455313038,21/09/2025 11:48,1758458913038,1,21/09/2025 13:48,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,10,post_single,post,yruilm,1,action,laugh,24465.79999999999,24465.79999999999,24482.399999999965,24465.79999999999,24465.79999999999,24482.399999999965,1,16.599999999976717,0,react,Social Media,Social Media,1,object-19,post_single,North London Council,"🌳 Help water our street trees this summer 🌞 Our street trees are feeling the heat and could use a little extra help to stay healthy and green 🥵 We’re lucky to have over 2,500 young trees across the borough, and while our teams are out daily watering them, young trees need up to 80 litres of water a week — especially during hot, dry weather.
Here’s how you can help: 💧If you’re walking by, top up the green watering bag,  pour water into the pipe, or water the soil around the tree 🚰 You can reuse rainwater, bath water, or even leftover washing-up water (it’s safe for the trees!) 🌅  Try to water in the morning or evening when it’s cooler — but any time helps. Trees clean our air, cool our streets, support birds and insects, and make our neighbourhoods more beautiful. Let’s return the favour and help them thrive! Thank you for helping to support our local trees 🙏",tree1.jpg,londoncouncil.jpg,,24,3,6,1,,,,,,,,sm_2,,trees,,,
35,1758455329228,21/09/2025 11:48,1758458929228,1,21/09/2025 13:48,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,10,post_single,post,yruilm,1,continue,,40673.20000000001,40666,40673.20000000001,40673.20000000001,40666,40673.20000000001,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,North London Council,"🌳 Help water our street trees this summer 🌞 Our street trees are feeling the heat and could use a little extra help to stay healthy and green 🥵 We’re lucky to have over 2,500 young trees across the borough, and while our teams are out daily watering them, young trees need up to 80 litres of water a week — especially during hot, dry weather.
Here’s how you can help: 💧If you’re walking by, top up the green watering bag,  pour water into the pipe, or water the soil around the tree 🚰 You can reuse rainwater, bath water, or even leftover washing-up water (it’s safe for the trees!) 🌅  Try to water in the morning or evening when it’s cooler — but any time helps. Trees clean our air, cool our streets, support birds and insects, and make our neighbourhoods more beautiful. Let’s return the favour and help them thrive! Thank you for helping to support our local trees 🙏",tree1.jpg,londoncouncil.jpg,,24,3,6,1,,,,,,,,sm_2,,trees,,,
36,1758455329230,21/09/2025 11:48,1758458929230,1,21/09/2025 13:48,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,10,post_single,post,yruilm,1,response,laugh,24465.79999999999,40666,40675.20000000001,24465.79999999999,40666,40675.20000000001,1,16209.400000000023,0,react,Social Media,Social Media,1,object-19,post_single,North London Council,"🌳 Help water our street trees this summer 🌞 Our street trees are feeling the heat and could use a little extra help to stay healthy and green 🥵 We’re lucky to have over 2,500 young trees across the borough, and while our teams are out daily watering them, young trees need up to 80 litres of water a week — especially during hot, dry weather.
Here’s how you can help: 💧If you’re walking by, top up the green watering bag,  pour water into the pipe, or water the soil around the tree 🚰 You can reuse rainwater, bath water, or even leftover washing-up water (it’s safe for the trees!) 🌅  Try to water in the morning or evening when it’s cooler — but any time helps. Trees clean our air, cool our streets, support birds and insects, and make our neighbourhoods more beautiful. Let’s return the favour and help them thrive! Thank you for helping to support our local trees 🙏",tree1.jpg,londoncouncil.jpg,,24,3,6,1,,,,,,,,sm_2,,trees,,,
37,1758455344035,21/09/2025 11:49,1758458944035,1,21/09/2025 13:49,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,11,post_single,post,yruilm,1,continue,,14814.399999995541,14799.400000000023,14814.399999995541,14814.399999995541,14799.400000000023,14814.399999995541,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,zachking,Guess the top speed of the Japanese bullet train!,train-ezgif.com-loop-count.gif,train.png,,453,3,322,,225,,,,,,,sm_2,3,filler,,,
38,1758455349356,21/09/2025 11:49,1758458949356,1,21/09/2025 13:49,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,12,post_single,post,yruilm,1,continue,,5336.099999997008,5333.099999999977,5336.099999997008,5336.099999997008,5333.099999999977,5336.099999997008,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,Barbel fishing,"I really can't remember a summer when I've spent so little time barbel fishing. It's been like 'groundhog day' week after week the Severn has remained low - only water from Clywedog, Lake Vyrnwy and various boreholes stopped the river being reduced to a mere trickle in places.
We've had to wait until halfway through September for a decent lump of water. Today at Shrewsbury, the river was carrying just over a metre of lovely coloured, fresh water - having risen steadily overnight.
Yesterday afternoon I fished pellets for 3 barbel and two chub and the river was just starting to colour up as I called it a day. Today's session was the usual one rod approach, but I'd decided that a meat attack might be the best bet to find a few bigger specimens.
There was nothing complicated about my set-up, a 3oz lead and a foot long hooklink armed with a size four hook. To add a bit of extra feed into the swim, I'd made up some PVA bags containing pellets and small pieces of luncheon meat.
Needless to say, sunken weed and twigs were ever present. That's only to be expected with the first floodwater of the season - but casting upstream and relatively close to the bank went some way to alleviating the problem.
Happily, my four hour session turned out to be very successful - six good sized barbel reminded me what I had been missing during the hot summer. Strangely enough, the biggest barbel was the first fish of the session and in lovely autumn sunshine too.",fish pic.png,fishID.png,2,,,,1,,4,,,,fishyPete,Nice!,sm_2,3,filler,,,
39,1758455361539,21/09/2025 11:49,1758458961539,1,21/09/2025 13:49,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,13,post_single,post,yruilm,1,action,disgust,12166.5,12166.5,12183.200000000012,12166.5,12166.5,12183.200000000012,1,16.70000000001164,0,react,Social Media,Social Media,1,object-19,post_single,Washington Post,"Former president Barack Obama and former first lady Michelle Obama addressed speculation about a divorce in her new podcast episode. ""She took me back!"" Barack Obama joked. ""It was touch and go for awhile!""",filler_ob.jpg,wp.jpg,,,,212,,,,,,,,,sm_2,3,filler,,,
40,1758455378437,21/09/2025 11:49,1758458978437,1,21/09/2025 13:49,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,13,post_single,post,yruilm,1,continue,,29082.899999999965,29066.29999999999,29082.899999999965,29082.899999999965,29066.29999999999,29082.899999999965,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,Washington Post,"Former president Barack Obama and former first lady Michelle Obama addressed speculation about a divorce in her new podcast episode. ""She took me back!"" Barack Obama joked. ""It was touch and go for awhile!""",filler_ob.jpg,wp.jpg,,,,212,,,,,,,,,sm_2,3,filler,,,
41,1758455378439,21/09/2025 11:49,1758458978439,1,21/09/2025 13:49,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,13,post_single,post,yruilm,1,response,disgust,12166.5,29066.29999999999,29082.899999999965,12166.5,29066.29999999999,29082.899999999965,1,16916.399999999965,0,react,Social Media,Social Media,1,object-19,post_single,Washington Post,"Former president Barack Obama and former first lady Michelle Obama addressed speculation about a divorce in her new podcast episode. ""She took me back!"" Barack Obama joked. ""It was touch and go for awhile!""",filler_ob.jpg,wp.jpg,,,,212,,,,,,,,,sm_2,3,filler,,,
42,1758455390426,21/09/2025 11:49,1758458990426,1,21/09/2025 13:49,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,14,post_single,post,yruilm,1,action,heart,12000,12000,12007.099999995553,12000,12000,12007.099999995553,1,7.099999995552935,0,react,Social Media,Social Media,1,object-19,post_single,local dave,Just wanted to recommend a place to eat called Sarvs Slice. It serves Detroit style pizza and I have  been there twice this week. Absolutely amazing.,slice.png,slice ID.png,1,,,,4,,,,2,,Chet_apol,"I do want to try Detroit style ,and that looks very good. Will check it out ",sm_2,3,filler,,,
43,1758455393234,21/09/2025 11:49,1758458993234,1,21/09/2025 13:49,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,14,post_single,post,yruilm,1,continue,,14814.199999997043,14800.200000000012,14814.199999997043,14814.199999997043,14800.200000000012,14814.199999997043,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,local dave,Just wanted to recommend a place to eat called Sarvs Slice. It serves Detroit style pizza and I have  been there twice this week. Absolutely amazing.,slice.png,slice ID.png,1,,,,4,,,,2,,Chet_apol,"I do want to try Detroit style ,and that looks very good. Will check it out ",sm_2,3,filler,,,
44,1758455393234,21/09/2025 11:49,1758458993234,1,21/09/2025 13:49,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,14,post_single,post,yruilm,1,response,heart,12000,14800.200000000012,14814.400000000023,12000,14800.200000000012,14814.400000000023,1,2814.4000000000233,0,react,Social Media,Social Media,1,object-19,post_single,local dave,Just wanted to recommend a place to eat called Sarvs Slice. It serves Detroit style pizza and I have  been there twice this week. Absolutely amazing.,slice.png,slice ID.png,1,,,,4,,,,2,,Chet_apol,"I do want to try Detroit style ,and that looks very good. Will check it out ",sm_2,3,filler,,,
45,1758455408579,21/09/2025 11:50,1758459008579,1,21/09/2025 13:50,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,15,post_single,post,yruilm,1,continue,,15359.200000000012,15349.400000000023,15359.200000000012,15359.200000000012,15349.400000000023,15359.200000000012,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,Hugo Spiers,"Fancy backing a film, supporting a crazy research expedition and helping enhance the lives of people in one of the most remote parts of our planet... ?! In 3 weeks I'll be leading a research expedition to understand the incredible knoweldge of indigenous sailors of the Marshall Islands. We we will be making a documentary about this research and bringing food and fishing gear to the atoll of Aur. Please donate $5 for our crowd funder!",hugopost.jpg,hugo.jpg,,,,4,3,,,,,,,,sm_2,3,filler,,,
46,1758455416969,21/09/2025 11:50,1758459016969,1,21/09/2025 13:50,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,16,post_single,post,yruilm,1,continue,,8399.29999999993,8382.899999999965,8399.29999999993,8399.29999999993,8382.899999999965,8399.29999999993,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,lyrics art,,lyricsPic.png,lyricsID.png,2,,,,,,,,,,,,sm_2,3,filler,,,
47,1758455418492,21/09/2025 11:50,1758459018492,1,21/09/2025 13:50,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,2,memory instructions,instr,lposw7,1,continue,,1540.4999999940628,1533.3000000000466,1540.4999999940628,1540.4999999940628,1533.3000000000466,1540.4999999940628,1,0,0,,Click To Continue,Continue Button,2,object-42,memory instructions,,,,,,,,,,,,,,,,,test_2,,,,,
48,1758455420453,21/09/2025 11:50,1758459020453,1,21/09/2025 13:50,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,5,test item,ISI,jb9xyl,1,continue,,1967,1967,1967,1967,1967,1967,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,,,,,,,,,,,,,,,,,test_2,4,,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening"
49,1758455424254,21/09/2025 11:50,1758459024254,1,21/09/2025 13:50,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,5,test item,test,ruwiaf,2,response,false,3801.9999999984866,3799.6999999999534,3801.9999999984866,3801.9999999984866,3799.6999999999534,3801.9999999984866,1,0,0,,Click Response,false response,9,object-11,test item,,,,,,,,,,,,,,,,,test_2,4,,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening"
50,1758455426716,21/09/2025 11:50,1758459026716,1,21/09/2025 13:50,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,5,test item,test,ruwiaf,2,response,next,6264.099999999977,6249.699999999953,6264.099999999977,6264.099999999977,6249.699999999953,6264.099999999977,0,0,0,,Click Response,Click To Continue,7,object-39,test item,,,,,,,,,,,,,,,,,test_2,4,,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening"
51,1758455428669,21/09/2025 11:50,1758459028669,1,21/09/2025 13:50,238955,3,task-v8r9,,49329676,BLINDED,14114581,,complete,,68cfe427bb7972d57fb4fd9d,computer,Desktop or Laptop,Windows 10,Chrome 140.0.0.0,1280x720,1707x735,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,6,test item,ISI,jb9xyl,1,continue,,1966.8000000000466,1966.8000000000466,1966.8000000000466,1966.8000000000466,1966.8000000000466,1966.8000000000466,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,,,,,,,,,,,,,,,,,test_2,4,,Young trees need up to 8 litres of water a day,false,Young trees need up to 80 litres of water a day
